EmpID,BiasInfluentialFactor,FitmentPercent
16930,CurrentDesignation,54.04860984160898
18677,CurrentCompanyType,80.86781444797909
14424,CurrentCompanyType,80.56047124683906
24095,MartialStatus,53.61627707402416
21803,CurrentCompanyType,80.03321198434446
24365,CurrentDesignation,53.7218412224874
21897,CurrentCompanyType,80.1230801440008
12218,EmpScore,56.81952038306178
6426,CurrentCompanyType,81.2617564490399
18233,Gender,79.4311407060673
16313,CurrentCompanyType,79.9644965879698
19552,CurrentCompanyType,80.97970721964141
3394,Age,51.954876435772576
21300,CurrentCompanyType,81.30833530609371
19989,CurrentCompanyType,80.75426673873767
18968,CurrentCompanyType,82.18457636216883
17609,CurrentCompanyType,80.09186124809004
6393,EmpScore,55.28474470313219
18566,DepartmentInCompany,54.619232359534294
18652,CurrentCompanyType,79.3445909957395
6284,Gender,89.52465680361799
10974,CurrentCompanyType,79.7966649668797
9330,CurrentCompanyType,81.26684769226809
20382,Gender,90.72272542115479
14652,CurrentCTC,56.25415378361019
15787,CurrentCompanyType,78.76060070197093
19436,CurrentCTC,56.408835902756394
7393,CurrentCompanyType,81.65671838610663
9058,Gender,90.18987499776799
11633,CurrentCTC,51.85003449969422
13719,CurrentCompanyType,79.1659103823954
11529,CurrentCompanyType,81.25461341749693
10025,CurrentCTC,52.10931443259743
14861,CurrentCompanyType,81.1519128660358
9580,CurrentCompanyType,81.02240263194362
14427,EmpScore,55.47811353934482
20740,CurrentCompanyType,81.29709348460236
18768,CurrentCompanyType,81.32105068303069
20259,CurrentCompanyType,80.03491894882725
18190,CurrentCompanyType,82.54942131299381
11050,EmpScore,90.64600089285044
21005,CurrentCompanyType,81.49341848505787
17701,CurrentCompanyType,81.37682437828319
10792,CurrentCompanyType,81.43350799921942
2785,CurrentCTC,56.6984623301202
15529,Gender,90.84052813160406
21480,CurrentCompanyType,81.98852467613956
6154,CurrentCompanyType,80.45783543856241
5826,Gender,91.43131140617521
11819,CurrentCompanyType,79.65858872712262
21236,CurrentCompanyType,81.25365080793263
8350,CurrentDesignation,54.351540916223584
15823,CurrentCompanyType,81.78667251746336
9144,CurrentCompanyType,77.783871689355
13558,CurrentCompanyType,81.8988950613955
16434,CurrentCompanyType,78.49599229031749
21895,MartialStatus,53.3442678010787
22161,MartialStatus,52.649045867243885
12676,MartialStatus,53.02720092337786
8441,ExpectedCTC,53.79176164041324
19130,EmpScore,55.79138891550416
23954,CurrentCTC,52.30455068748593
23367,CurrentCompanyType,83.302411346665
20027,Gender,79.11984441711182
3999,MartialStatus,53.61295571432821
22447,CurrentCompanyType,81.2709167775039
11876,CurrentCompanyType,80.48551444810748
15118,EmpScore,55.34494004120812
11302,Gender,80.34398325416822
13884,Gender,79.35242277574386
22852,CurrentCompanyType,79.84686227640624
3287,Gender,90.42981420153498
5784,CurrentCompanyType,81.33182810314116
24277,Gender,81.85873011915989
13926,CurrentCompanyType,78.76940687685227
2852,CurrentCompanyType,80.98314754545002
5124,CurrentCTC,56.17366281947869
22611,CurrentCTC,55.598703444330425
14877,CurrentCompanyType,80.59647444740294
20937,CurrentCTC,52.421565308650685
16154,CurrentCompanyType,80.26767284206862
20388,CurrentCompanyType,80.39774325630204
22392,Gender,89.86926143924818
4555,JobProfileIDApplyingFor,53.508400161111695
17815,EmpScore,55.394998730105456
20186,CurrentCompanyType,79.90138957024817
23435,CurrentCompanyType,81.43353736599445
16770,CurrentCompanyType,81.14951979193859
8341,CurrentCTC,56.02447899271392
13552,Gender,82.93235533888604
3915,Gender,82.29923400587356
23201,Gender,90.59531908508116
7425,Gender,90.27608974796992
4966,Gender,79.36516887397406
2772,CurrentCompanyType,81.22941418896119
22279,CurrentCompanyType,82.04060856498427
15389,CurrentCTC,52.699520895130135
10680,CurrentCTC,56.19515021629837
7030,CurrentCompanyType,82.00992077883912
10250,EmpScore,57.112348437908175
19636,EmpScore,89.20760010670273
15436,Gender,90.13191604820551
8730,Gender,91.18725536630403
21298,Gender,89.7762587298978
8517,CurrentCTC,56.28083460130679
10527,EmpScore,55.455742909708476
21230,Gender,80.24245602095037
18809,CurrentCompanyType,81.5790052002965
3934,CurrentCompanyType,81.3182230565966
10115,CurrentCompanyType,81.87720339307975
19773,CurrentCompanyType,81.33069314334413
16014,Gender,89.37078982081363
7312,Gender,90.50415013716247
14091,CurrentCompanyType,81.04869181952598
8717,HighestDegree,54.05796868670236
8953,Gender,89.75982644662203
17773,CurrentCompanyType,81.02011205691609
2872,CurrentCompanyType,81.68620703060542
21162,CurrentCompanyType,78.72617310858841
15809,CurrentCTC,56.710928255062754
11754,CurrentCompanyType,79.39895205822836
9338,EmpScore,89.91145964368424
11212,Gender,90.03138989871792
5007,Gender,80.4096379034118
5601,CurrentCTC,54.30793454654561
17520,CurrentCompanyType,80.95153790799513
20883,DepartmentInCompany,53.29856120592214
3944,Gender,90.42127341273417
6887,CurrentCompanyType,81.4127477063204
20677,EmpScore,90.2034677574221
20521,CurrentCompanyType,80.54653754117528
12514,CurrentCompanyType,82.16936891519948
23706,CurrentCompanyType,81.51664092663849
13513,CurrentCompanyType,80.95952023205592
18729,CurrentCompanyType,80.2781425311961
22103,CurrentCompanyType,79.39312118121293
15153,CurrentCompanyType,80.81342694009835
10525,CurrentCompanyType,78.80516989453776
8397,CurrentCompanyType,81.83046215968764
11678,Age,53.27275752204024
8262,CurrentCompanyType,80.02479843783769
17024,ExpectedCTC,54.66232110830292
11735,CurrentCompanyType,81.69377756629942
8527,Gender,79.12929005230102
9452,HighestDegree,53.35555630719729
23975,Gender,90.1499587810685
15880,CurrentCompanyType,81.19195083013629
9497,CurrentCompanyType,82.08004257267537
22405,CurrentCompanyType,82.40118219854337
17448,CurrentCTC,56.83925860057128
19791,Gender,81.44534657155035
4062,EmpScore,55.795239758724904
8915,CurrentCompanyType,81.56787225761907
14298,CurrentCompanyType,81.02407394129553
12434,CurrentCompanyType,80.54687466783484
12028,Gender,81.87221220108405
17305,Gender,80.86271860462536
9426,EmpScore,89.79344481726885
10131,CurrentCompanyType,79.95601862450998
9652,CurrentCompanyType,77.91180251624627
14477,Gender,79.09930497570546
2091,CurrentCompanyType,79.43691193966683
3821,CurrentCompanyType,81.46292995377048
12396,MartialStatus,53.980475987847555
14241,EmpScore,89.02072684301977
23742,CurrentCompanyType,82.10889624889549
19466,CurrentCTC,54.80628340550996
5883,CurrentCompanyType,80.68118760622444
24132,EmpScore,89.70757825794287
16250,CurrentCompanyType,81.16728356092253
16401,CurrentCTC,56.69760428124256
4824,CurrentCompanyType,81.88419486029238
10957,CurrentCompanyType,78.74894711961613
11750,CurrentCompanyType,79.87877229050382
13935,CurrentCompanyType,81.10864576103603
16029,CurrentCompanyType,79.48077898747758
9295,CurrentCompanyType,81.62728862868913
21345,CurrentCTC,56.05058014519898
22123,CurrentCompanyType,80.21260082361825
19872,CurrentCompanyType,80.07346755521507
17118,CurrentCompanyType,81.18672274194078
17121,CurrentCompanyType,81.11502947523265
6966,EmpScore,90.37530837102504
24062,Gender,80.80289907443382
9238,EmpScore,89.19312236681962
6590,CurrentCompanyType,81.05484392759303
4352,MartialStatus,54.04886312431008
8562,EmpScore,89.43980322998925
9557,CurrentCompanyType,81.57309447975526
7737,CurrentCompanyType,79.52344826636086
11090,CurrentCTC,52.99005943278908
2898,CurrentCTC,54.75807943196786
12094,CurrentCompanyType,79.21317946985272
10557,CurrentCompanyType,79.70208499512046
19360,CurrentCompanyType,79.96961332371853
12173,EmpScore,89.93311042424087
18496,Gender,89.90450149767041
4044,Age,54.31646669128982
8828,CurrentCompanyType,81.7702100537648
5822,Gender,81.30987586010806
4800,TotalLeavesTaken,54.487010665022524
19690,CurrentCompanyType,81.61536128005258
13470,Gender,78.63352658642167
17247,CurrentCompanyType,82.10551128552335
19126,CurrentCompanyType,80.16663997971847
17279,CurrentCompanyType,78.1846183715747
11804,CurrentCompanyType,78.94578759115026
15672,CurrentCompanyType,77.95379057587488
6921,Gender,91.95817869100689
16364,CurrentCompanyType,79.53414306252644
3186,CurrentDesignation,54.35510430137403
20973,GraduationYear,53.42882174897363
24245,CurrentCompanyType,81.62671891656817
23278,CurrentCompanyType,81.1043041458364
13294,Gender,90.46497639090015
4768,CurrentCompanyType,82.20851971961245
22217,CurrentCompanyType,80.38912634746588
12584,CurrentCompanyType,80.92999806677878
8578,CurrentCompanyType,79.47148233256735
10623,CurrentCompanyType,80.56531052927377
7326,Age,53.56205783401357
14092,Gender,90.47424912302665
14482,CurrentCTC,52.217958945493976
22022,CurrentCompanyType,80.89432744325786
23284,Gender,89.80685341590373
23999,EmpScore,56.160137239871744
10655,CurrentCompanyType,80.30663070333758
24045,Gender,89.11882681558775
4986,CurrentCompanyType,80.73752387584092
22449,Gender,90.73949600907017
10719,CurrentCompanyType,80.41964733913906
14917,CurrentCompanyType,79.08564826925301
18926,CurrentCompanyType,80.96927744335326
5227,CurrentCompanyType,81.03326329274822
22606,EmpScore,89.12014699205433
5037,CurrentCTC,54.570997297033315
13962,CurrentCompanyType,81.65885057857892
7418,CurrentCompanyType,80.28376146754998
12572,Gender,89.70102639236072
10207,CurrentCompanyType,79.97697114578904
20347,CurrentCompanyType,81.46306694831787
12982,Gender,77.67255897545247
7210,CurrentCTC,51.98248519999831
19779,CurrentCompanyType,81.83809510578752
16265,CurrentCompanyType,81.04760816025444
23858,CurrentCompanyType,80.77914181825828
19926,CurrentCompanyType,82.17756029332168
9915,CurrentCompanyType,81.19615784755771
14873,CurrentCompanyType,81.87344001656764
23033,EmpScore,56.02006733675307
20379,DepartmentInCompany,53.37782087661604
23862,CurrentCompanyType,79.05008006528811
3961,CurrentCompanyType,81.83072493107106
20156,CurrentCTC,51.35199031984618
2845,MartialStatus,53.522940387220544
21319,CurrentCompanyType,81.03901422927814
23319,CurrentCompanyType,79.63911650499556
11447,CurrentCompanyType,79.80230606136396
23088,Gender,80.06877372453843
13532,Gender,90.49303412645556
22777,CurrentCompanyType,80.07943222980757
3951,EmpScore,90.18122600798075
19597,Gender,78.95178588590267
21097,CurrentCompanyType,80.54965849863758
7022,CurrentCompanyType,81.62810778927029
4812,Age,56.1065361960799
13103,Gender,89.0549745890049
17395,Gender,89.4476798164533
2363,Gender,89.8184049565951
6311,CurrentCompanyType,79.98427297546266
16964,CurrentCompanyType,81.15905027520495
10553,CurrentCompanyType,81.25606652421071
19740,CurrentCompanyType,81.44045780808622
5133,CurrentCTC,56.96426746465062
22171,CurrentCompanyType,81.0699283784638
20617,CurrentCompanyType,81.75945543687574
6662,CurrentCompanyType,79.08134048979925
23903,CurrentCompanyType,79.96575104646416
18027,EmpScore,54.82443037088814
10298,CurrentCompanyType,81.18727015808116
21972,HighestDegree,52.8853565272581
11690,CurrentCompanyType,81.74667917832369
16309,Gender,82.25459480606466
20202,Gender,80.95323587924662
22074,Gender,80.08091082920281
6309,Gender,81.93808381408724
13662,DegreeBranch,53.33850688064227
4078,CurrentCompanyType,79.33175387757872
15188,EmpScore,55.67484498483247
15476,CurrentCTC,66.07490777110559
8200,CurrentCTC,54.315276386408726
19412,CurrentCompanyType,80.72477343161121
14712,CurrentCompanyType,81.81462521567887
3415,CurrentCTC,53.02392990957409
5453,CurrentCompanyType,81.91517221730791
15238,CurrentCompanyType,79.93478487169826
19323,Gender,90.13916734563857
23188,CurrentCompanyType,81.73699753628543
6591,Gender,90.17994359766308
12101,CurrentCompanyType,81.97970931554147
17146,CurrentCompanyType,81.75220535870734
9146,MartialStatus,54.08645541295604
22775,CurrentCompanyType,80.80731487685449
13751,Gender,80.45998817470749
11226,CurrentCompanyType,80.74504377201198
3850,Gender,79.87252148479168
14997,EmpScore,55.18797302064724
22434,EmpScore,49.921146598786926
5269,CurrentCompanyType,80.25496658586248
13380,Gender,81.18132913910112
22670,Gender,81.11728628471813
15129,CurrentCompanyType,78.4236598330328
6112,CurrentCTC,55.28751294326017
19858,CurrentCompanyType,81.85808477208028
3195,CurrentCompanyType,82.08151037183222
15081,CurrentDesignation,53.01956588932174
12625,CurrentCTC,55.36059303883698
2394,DepartmentInCompany,55.278244185450745
11722,Gender,90.19289626774679
10487,MartialStatus,51.96830871215988
6716,CurrentCTC,55.77279591240346
21686,CurrentCompanyType,79.66445370708722
23385,CurrentCompanyType,78.55924550855602
20061,GraduationYear,54.59567010627147
13274,CurrentCompanyType,81.70822858954344
6434,Gender,90.71387044049604
11018,CurrentCompanyType,80.40779740863948
7633,CurrentCTC,56.65049600607625
3647,Gender,89.5669247323098
8764,Gender,81.09652313580062
5462,CurrentCompanyType,81.62460062485557
5482,CurrentCompanyType,82.16492609422922
10636,Gender,90.79517003411364
13206,CurrentCompanyType,81.52769777413307
5099,CurrentCTC,53.04932578713928
10010,Gender,81.91129104169046
6082,CurrentCompanyType,80.85609415956608
13048,CurrentCompanyType,81.7969886257951
19864,CurrentCompanyType,78.41884244447051
11227,EmpScore,55.67765709869612
4186,CurrentCompanyType,80.70511613154389
4195,Gender,79.16763302438468
15060,CurrentCompanyType,80.9842000668945
11001,Gender,79.25908087117516
2340,Gender,78.89673458282539
22965,CurrentCompanyType,82.85681654784463
5148,CurrentCompanyType,80.03524936878222
13601,Gender,91.42797203346993
9076,Gender,82.57036462349652
20026,CurrentCompanyType,79.49951165372087
16062,Gender,81.94132017924493
16983,Gender,82.5591716159547
4603,EmpScore,56.66820878652234
23344,Gender,78.85422239517219
8109,CurrentCTC,56.55137980131255
14277,CurrentCompanyType,79.63302167916582
12639,Gender,81.79723517208346
24128,CurrentCompanyType,81.36608943511742
15262,CurrentCompanyType,80.60089944021539
11037,CurrentCompanyType,81.97111632177025
8586,CurrentCTC,66.45465403904682
18481,EmpScore,91.25593892030246
11232,EmpScore,55.158967909766396
12038,Gender,91.08386830087422
5802,EmpScore,56.59000092518241
8631,CurrentCTC,54.27474993521773
13476,CurrentCompanyType,80.09306622732514
13947,CurrentCTC,57.016320959345435
16601,CurrentCompanyType,81.54074898977005
6751,CurrentCTC,52.033867304519234
16303,CurrentCompanyType,80.4218334545272
12486,Gender,78.32342827245637
19548,Gender,78.91439964646212
6731,CurrentCompanyType,77.87735176937983
5410,Gender,90.33806904622679
7365,CurrentCompanyType,78.37880507019382
14636,Gender,79.74162543816551
15825,EmpScore,55.29362430877556
18432,Gender,89.94353458436211
8161,CurrentCompanyType,81.36234901665169
9168,CurrentCompanyType,81.22376682322437
5368,CurrentCompanyType,81.09742730424962
16755,CurrentCompanyType,79.39662362070406
14554,Gender,80.80886981293825
2859,CurrentCompanyType,79.10403313781339
11652,CurrentCompanyType,81.89621095628777
2715,CurrentCompanyType,80.35092667685784
17972,MartialStatus,51.89058467794928
14439,CurrentCompanyType,81.13161809933051
7135,CurrentCTC,53.52781441142288
9082,Gender,90.16711990409189
6327,Gender,78.47896552338379
20135,CurrentCompanyType,81.18341579424519
9598,CurrentCompanyType,80.53640534346046
9479,Gender,80.27636166627968
8531,CurrentCTC,53.61580589385275
17576,CurrentCTC,56.07870415502325
7868,Gender,79.63308682359032
4704,CurrentCompanyType,80.35535746833317
2227,CurrentCompanyType,82.76482759224356
12599,Gender,79.86388184949622
20120,CurrentCompanyType,81.89055289915379
22992,CurrentCTC,55.73577385024621
11003,EmpScore,50.342250238374454
12372,CurrentCompanyType,78.42701717190891
8545,CurrentCompanyType,80.64027997397726
2197,CurrentCTC,50.5983657879119
20102,Gender,81.92232262800627
19447,CurrentCompanyType,81.8777834856917
12226,CurrentCompanyType,81.52572166044331
22898,Gender,79.10092781765066
21509,CurrentCompanyType,81.13751800274918
19625,CurrentCompanyType,80.11723365440878
9993,CurrentCompanyType,79.63692085181438
12900,CurrentCompanyType,81.4889276802055
11775,CurrentCompanyType,80.96663276387757
21533,CurrentCompanyType,81.29014970332561
6712,Gender,78.2353815139158
2667,Gender,89.9658709653806
11924,CurrentCompanyType,80.63133299408986
12068,CurrentCompanyType,79.40182969400787
6016,CurrentCompanyType,80.40425454551921
21718,TotalLeavesTaken,55.28768253063002
6832,GraduationYear,52.87941828499558
9444,Gender,88.83042069800365
21789,Gender,79.73031926356924
12651,CurrentCompanyType,80.6475909330595
5438,CurrentCompanyType,80.20155204576636
17094,EmpScore,55.27153625008916
2467,CurrentCTC,55.756021147814764
3295,CurrentCompanyType,80.65772435461109
2298,CurrentCompanyType,80.99241832784449
9374,Gender,78.48053422340296
8325,Gender,90.62715262267808
20077,MartialStatus,53.35605461873299
9976,Gender,79.55794380512063
20755,Gender,81.1941417019778
8582,CurrentCompanyType,81.3761892051698
17002,Gender,79.63003316821928
14742,Gender,90.850134578768
6849,EmpScore,90.01330673973155
23690,Gender,82.07421434643578
2723,EmpScore,54.754603825538936
23389,CurrentCompanyType,79.81921514823678
4551,CurrentCompanyType,79.19230602716182
24155,CurrentCompanyType,81.30700668696798
17986,MartialStatus,52.843965102038126
3173,CurrentCompanyType,80.84784522565813
4753,Gender,90.01771010632643
6047,CurrentCompanyType,81.42058557807869
12630,CurrentCompanyType,81.52531212807978
8896,CurrentCompanyType,78.35307630794557
17455,CurrentCompanyType,80.64445645109731
10654,CurrentCTC,55.967015913070284
20375,Gender,79.7565491284944
16180,CurrentCompanyType,80.976758496239
24323,CurrentCTC,52.313287811707724
17430,CurrentCompanyType,81.50434132722967
10603,CurrentCompanyType,81.21136890188087
23431,CurrentCompanyType,78.42115819149568
23339,CurrentCompanyType,81.48405993802511
19068,CurrentCompanyType,81.41414420738478
8797,Gender,91.11007874708483
11220,CurrentCompanyType,79.19379710388942
20244,Gender,80.20923831462675
15150,EmpScore,50.79195806250489
2145,Gender,82.26878776035132
2643,Gender,89.9887659243956
19659,EmpScore,55.22502678536155
22395,DepartmentInCompany,53.9503604934391
16986,DepartmentInCompany,54.38584662292798
2938,Gender,78.5786496034601
23372,CurrentCompanyType,80.54170142666626
7675,Gender,78.87657044599472
12534,CurrentCompanyType,81.62355417340159
22145,CurrentCompanyType,80.32893349852351
22403,Gender,81.70676081347438
8865,Gender,81.52679654112423
16766,DepartmentInCompany,55.587331514027525
14573,CurrentCompanyType,80.59089684177573
17938,EmpScore,89.47440040628364
20913,CurrentCompanyType,81.4288826541645
2707,CurrentCompanyType,81.64276217439419
10035,CurrentCompanyType,80.43909750698445
2342,Gender,89.97201872134265
18984,CurrentCTC,55.85724844057285
10572,Gender,90.2754475189238
14851,EmpScore,55.58666387162539
2644,CurrentCompanyType,78.70599808439681
23598,CurrentCompanyType,81.19747749891351
5695,Gender,78.74236234428867
8049,CurrentCompanyType,80.81956299879481
2907,Gender,78.83450244928842
17672,DepartmentInCompany,54.978460485015916
23746,CurrentCompanyType,80.79805344436161
18424,CurrentCTC,55.65869084350317
20530,Gender,90.53770045557535
14918,Gender,83.38451442815162
9320,EmpScore,54.70765977844012
3024,CurrentCompanyType,81.40830249556825
8489,EmpScore,51.315342185948005
16070,Gender,81.14287143108217
7289,CurrentCTC,54.28586308998398
7789,Gender,90.3720504830584
12493,Gender,78.4788348607141
10076,CurrentCTC,56.991022949689096
22870,EmpScore,55.94727028865681
18113,CurrentCompanyType,81.55635667590577
14232,Gender,83.48736963490329
18076,CurrentCompanyType,80.03610267140328
19544,CurrentCompanyType,79.14062756702789
2470,CurrentCompanyType,81.57172682075382
12813,CurrentCTC,67.42575469285914
12270,EmpScore,89.72128465242965
19184,Gender,81.70506772187797
13584,CurrentCompanyType,79.75443995442967
4339,CurrentCTC,55.107332423303305
17914,CurrentCompanyType,78.89073040439916
10917,CurrentCompanyType,82.11743195107024
15879,CurrentCompanyType,81.00740218397125
6427,CurrentCTC,57.028337263077944
14040,Gender,77.55916063441163
16305,CurrentCompanyType,79.87935228655704
16513,CurrentCompanyType,79.28317874238667
8960,CurrentCompanyType,81.1382543925279
13799,CurrentDesignation,54.947038181208015
5379,Gender,79.29173869085791
20457,CurrentCompanyType,80.94015132502636
18933,CurrentCompanyType,81.0667263526044
19281,CurrentCTC,52.942677277080655
10128,Age,54.411210101449875
18061,CurrentCompanyType,81.22142410775534
2174,LatestDegreeCGPA,53.17325461465775
18838,CurrentCompanyType,81.59273906476966
6795,CurrentCompanyType,80.78596232808667
3224,LatestDegreeCGPA,54.379053525694786
10831,Gender,89.95972071355615
5177,CurrentCompanyType,78.97416006480853
17845,CurrentCTC,57.96430986253533
16084,Gender,80.92425633291504
10823,CurrentCompanyType,81.43939549609132
22135,CurrentCompanyType,80.78449133168806
14894,MartialStatus,54.10872778300065
6721,CurrentDesignation,54.231175778737324
23929,CurrentCompanyType,83.26174478702556
4683,CurrentCompanyType,80.62051639193459
21939,Gender,81.5294867047771
4619,LatestDegreeCGPA,53.58883040719827
4059,CurrentCompanyType,81.31628407347333
4750,Gender,78.14650692219323
16333,MartialStatus,53.738846214144694
7631,Gender,79.7621520495954
17571,CurrentCompanyType,81.04482560708993
13223,CurrentCompanyType,80.78540980561324
6116,Gender,82.05082560200371
14670,Gender,90.72752868379074
23632,CurrentDesignation,55.22716997910891
14677,CurrentCompanyType,80.15799449168998
19234,CurrentCompanyType,80.29722264758746
5523,CurrentCompanyType,81.3975160303752
11495,CurrentCTC,56.77690278760848
23168,CurrentCTC,52.25828591863248
5302,Gender,90.83195797631188
7925,CurrentCompanyType,81.07580530332564
11796,MartialStatus,54.03628646109306
22722,MartialStatus,53.67193372922878
11147,Gender,81.33304627832936
3271,CurrentCTC,57.22939958699432
7532,DepartmentInCompany,53.88166391444426
22718,CurrentCompanyType,80.98286019087992
7002,CurrentCompanyType,81.79596268345989
23799,EmpScore,55.43193306459713
20117,CurrentCompanyType,81.78329563654452
8931,Gender,81.78826239656391
12655,Gender,90.11509885542934
10456,CurrentCompanyType,81.0157349120739
21352,Gender,90.70589861645853
8532,CurrentCTC,56.53782983613462
4890,CurrentCompanyType,81.01865340949226
22035,CurrentCompanyType,80.72671963909183
12366,CurrentCompanyType,81.63825676740467
24342,CurrentCompanyType,80.73042941048041
9218,CurrentCompanyType,79.71160048365918
2918,Gender,77.23320008796838
22751,Gender,82.15501815936979
9299,CurrentCompanyType,82.06941987884991
10116,Gender,80.17585300468053
19046,DegreeBranch,53.63597748138096
5724,CurrentDesignation,52.8943864328038
17626,CurrentCompanyType,78.98380217409431
10874,CurrentCompanyType,81.77508624419785
17574,CurrentCompanyType,80.29048555453443
12772,CurrentCompanyType,81.3765620253981
18545,LatestDegreeCGPA,54.17630630809396
16172,Gender,89.60697160192674
18997,Gender,89.86442628066598
24142,EmpScore,56.088460085725195
10818,CurrentCompanyType,81.09256151813669
14909,CurrentCompanyType,81.20319367203057
7996,Gender,79.0093282413688
11575,CurrentCompanyType,81.48362815775886
7740,CurrentCompanyType,80.9091710721997
